crsp_fundno,date,mtna,mret,mnav,ticker,tm
5270,28jun2002,12.8,-.0812686,9.27,"APIMX",2002m6
5270,31jul2002,11.6,-.0873786,8.46,"APIMX",2002m7
5270,30aug2002,12.1,.0082742,8.53,"APIMX",2002m8
5270,30sep2002,10.9,-.1219226,7.49,"APIMX",2002m9
5270,31oct2002,11.6,.1121495,8.33,"APIMX",2002m10
5270,29nov2002,12.8,.0984394,9.15,"APIMX",2002m11
5270,31dec2002,11.7,-.0928962,8.3,"APIMX",2002m12
5270,31jan2003,11,-.0289157,8.06,"APIMX",2003m1
5270,28feb2003,10.5,-.0099256,7.98,"APIMX",2003m2
5270,31mar2003,11.2,.0062657,8.03,"APIMX",2003m3
5270,30apr2003,12.9,.0933998,8.78,"APIMX",2003m4
5270,30may2003,13.3,.0569476,9.28,"APIMX",2003m5
5270,30jun2003,13.9,.0290948,9.55,"APIMX",2003m6
5270,31jul2003,14.9,.0429319,9.96,"APIMX",2003m7
5270,29aug2003,16.3,.0451807,10.41,"APIMX",2003m8
5270,30sep2003,17,0,10.41,"APIMX",2003m9
5270,31oct2003,18.5,.0778098,11.22,"APIMX",2003m10
5270,28nov2003,19.1,.0071301,11.3,"APIMX",2003m11
5270,31dec2003,19.8,.0380531,11.73,"APIMX",2003m12
5270,30jan2004,21.1,.0443308,12.25,"APIMX",2004m1
5270,27feb2004,21.7,.0073469,12.34,"APIMX",2004m2
5270,31mar2004,22.5,-.0178282,12.12,"APIMX",2004m3
5270,30apr2004,21.9,-.0528053,11.48,"APIMX",2004m4
5270,28may2004,22.3,.0261324,11.78,"APIMX",2004m5
5270,30jun2004,23.4,.0314092,12.15,"APIMX",2004m6
5270,30jul2004,21.7,-.072428,11.27,"APIMX",2004m7
5270,31aug2004,19.3,-.0070985,11.19,"APIMX",2004m8
5270,30sep2004,18.7,.028597,11.51,"APIMX",2004m9
5270,29oct2004,23.8,.0286707,11.84,"APIMX",2004m10
5270,30nov2004,18,.0827703,12.82,"APIMX",2004m11
5270,31dec2004,18.5,.0319813,13.23,"APIMX",2004m12
5270,31jan2005,19.6,-.0634921,12.39,"APIMX",2005m1
5270,28feb2005,19.4,.0355125,12.83,"APIMX",2005m2
5270,31mar2005,18.3,-.0319564,12.42,"APIMX",2005m3
5270,29apr2005,17.8,-.047504,11.83,"APIMX",2005m4
5270,31may2005,18.8,.0819949,12.8,"APIMX",2005m5
5270,30jun2005,3.9,.0101562,12.93,"APIMX",2005m6
5270,29jul2005,4.2,.0657386,13.78,"APIMX",2005m7
5270,31aug2005,4.2,-.0261248,13.42,"APIMX",2005m8
5270,30sep2005,4.4,.0566319,14.18,"APIMX",2005m9
5270,31oct2005,4.2,-.0465444,13.52,"APIMX",2005m10
5270,30nov2005,4.4,.0673077,14.43,"APIMX",2005m11
5270,30dec2005,4.5,.0092305,13.91,"APIMX",2005m12
5270,31jan2006,4.7,.0575126,14.71,"APIMX",2006m1
5270,28feb2006,4.7,.0047587,14.78,"APIMX",2006m2
5270,31mar2006,4.8,.0081191,14.9,"APIMX",2006m3
5270,28apr2006,4.2,.0355705,15.43,"APIMX",2006m4
5270,31may2006,3.9,-.0712897,14.33,"APIMX",2006m5
5270,30jun2006,3.9,0,14.33,"APIMX",2006m6
5270,31jul2006,4,.0062805,14.42,"APIMX",2006m7
5270,31aug2006,4.1,.0277393,14.82,"APIMX",2006m8
5270,29sep2006,4.2,.0168691,15.07,"APIMX",2006m9
5270,31oct2006,4.4,.0510949,15.84,"APIMX",2006m10
5270,30nov2006,4.6,.0410354,16.49,"APIMX",2006m11
5270,29dec2006,4.7,.0254047,16.42,"APIMX",2006m12
5270,31jan2007,4.8,.0146163,16.66,"APIMX",2007m1
5270,28feb2007,4.7,-.0132053,16.44,"APIMX",2007m2
5270,30mar2007,4.8,.0261557,16.87,"APIMX",2007m3
5270,30apr2007,5.1,.0432721,17.6,"APIMX",2007m4
5270,31may2007,5.4,.0482955,18.45,"APIMX",2007m5
5270,29jun2007,5.3,-.0113821,18.24,"APIMX",2007m6
5270,31jul2007,5.2,-.0208333,17.86,"APIMX",2007m7
5270,31aug2007,4.8,.0050392,17.95,"APIMX",2007m8
5270,28sep2007,5.2,.0713092,19.23,"APIMX",2007m9
5270,31oct2007,5.7,.0722829,20.62,"APIMX",2007m10
5270,30nov2007,5.7,-.0741998,19.09,"APIMX",2007m11
5270,31dec2007,5.6,-.0230988,16.98,"APIMX",2007m12
5270,31jan2008,4.8,-.0812721,15.6,"APIMX",2008m1
5270,29feb2008,5.2,-.0121795,15.41,"APIMX",2008m2
5270,31mar2008,5.2,-.01817,15.13,"APIMX",2008m3
5270,30apr2008,5.8,.0819564,16.37,"APIMX",2008m4
5270,30may2008,6.3,.0287111,16.84,"APIMX",2008m5
5270,30jun2008,5.7,-.0973872,15.2,"APIMX",2008m6
5270,31jul2008,5.6,-.0315789,14.72,"APIMX",2008m7
5270,29aug2008,5.5,-.0400815,14.13,"APIMX",2008m8
5270,30sep2008,4,-.143666,12.1,"APIMX",2008m9
5270,31oct2008,2.6,-.2652893,8.89,"APIMX",2008m10
5270,28nov2008,2.5,-.1158605,7.86,"APIMX",2008m11
5270,31dec2008,2.7,.0555471,7.79,"APIMX",2008m12
5270,30jan2009,2.3,-.1103979,6.93,"APIMX",2009m1
5270,27feb2009,2.1,-.0836941,6.35,"APIMX",2009m2
5270,31mar2009,2.2,.0929134,6.94,"APIMX",2009m3
5270,30apr2009,2.5,.1354467,7.88,"APIMX",2009m4
5270,29may2009,2.9,.1395939,8.98,"APIMX",2009m5
5270,30jun2009,2.8,-.0077951,8.91,"APIMX",2009m6
5270,31jul2009,3.1,.0976431,9.78,"APIMX",2009m7
5270,31aug2009,3.3,.0143149,9.92,"APIMX",2009m8
5270,30sep2009,3.4,.0725806,10.64,"APIMX",2009m9
5270,30oct2009,3.4,-.0272556,10.35,"APIMX",2009m10
5270,30nov2009,-99,.0502415,10.87,"APIMX",2009m11
5270,31dec2009,3.5,.0193192,11.08,"APIMX",2009m12
5270,29jan2010,3.3,-.0622744,10.39,"APIMX",2010m1
5270,26feb2010,-99,.0327238,10.73,"APIMX",2010m2
5270,31mar2010,3.5,.0866729,11.66,"APIMX",2010m3
5270,30apr2010,-99,-.0137221,11.5,"APIMX",2010m4
5270,28may2010,2.8,-.1017391,10.33,"APIMX",2010m5
5270,30jun2010,3,-.0367861,9.95,"APIMX",2010m6
5270,30jul2010,2.7,.0874372,10.82,"APIMX",2010m7
5270,31aug2010,2.7,-.0462107,10.32,"APIMX",2010m8
5270,30sep2010,3.4,.1114341,11.47,"APIMX",2010m9
5270,29oct2010,-99,.0427201,11.96,"APIMX",2010m10
5270,30nov2010,-99,-.0125418,11.81,"APIMX",2010m11
5270,31dec2010,3.7,.0701411,12.56,"APIMX",2010m12
5270,31jan2011,3.7,-.0127389,12.4,"APIMX",2011m1
5270,28feb2011,3.7,.0217742,12.67,"APIMX",2011m2
5270,31mar2011,3.8,.0189424,12.91,"APIMX",2011m3
5270,29apr2011,3.9,.0356313,13.37,"APIMX",2011m4
5270,31may2011,3.9,-.0306657,12.96,"APIMX",2011m5
5270,30jun2011,3.8,-.0231481,12.66,"APIMX",2011m6
5270,29jul2011,3.7,-.0150079,12.47,"APIMX",2011m7
5270,31aug2011,5.7,-.021652,12.2,"APIMX",2011m8
5270,30sep2011,6.1,-.0122951,12.05,"APIMX",2011m9
5270,31oct2011,5.3,.0116183,12.19,"APIMX",2011m10
5270,30nov2011,5.8,-.0147662,12.01,"APIMX",2011m11
5270,30dec2011,4.1,.0183181,12.23,"APIMX",2011m12
5270,31jan2012,4.1,.0188062,12.46,"APIMX",2012m1
5270,29feb2012,3.8,.0104334,12.59,"APIMX",2012m2
5270,30mar2012,3.3,-.0095314,12.47,"APIMX",2012m3
5270,30apr2012,3.3,.0112269,12.61,"APIMX",2012m4
5270,31may2012,3.9,-.0123374,12.4,"APIMX",2012m5
5270,29jun2012,4.3,.0184765,12.6,"APIMX",2012m6
5270,31jul2012,4.4,.0270026,12.91,"APIMX",2012m7
5270,31aug2012,4.5,.0032602,12.92,"APIMX",2012m8
5270,28sep2012,4.1,.0110591,13.03,"APIMX",2012m9
5270,31oct2012,4.1,.0095269,13.12,"APIMX",2012m10
5270,30nov2012,4.8,.0040492,13.14,"APIMX",2012m11
5270,31dec2012,-99,.0017512,13.13,"APIMX",2012m12
5270,31jan2013,4,-.0045697,13.07,"APIMX",2013m1
5270,28feb2013,4,.0011743,13.03,"APIMX",2013m2
5270,28mar2013,4.1,.0016221,13.02,"APIMX",2013m3
5270,30apr2013,4.4,.017836,13.22,"APIMX",2013m4
5270,31may2013,4.5,-.0293206,12.8,"APIMX",2013m5
5270,28jun2013,3.8,-.0280679,12.41,"APIMX",2013m6
5270,31jul2013,3.1,.0066435,12.46,"APIMX",2013m7
5270,30aug2013,3,-.010311,12.29,"APIMX",2013m8
5270,30sep2013,3,.01572,12.44,"APIMX",2013m9
5270,31oct2013,3.1,.0142667,12.57,"APIMX",2013m10
5270,29nov2013,3.1,.0047449,12.58,"APIMX",2013m11
5270,31dec2013,3.3,.0008415,12.54,"APIMX",2013m12
5270,31jan2014,3.3,.0087719,12.65,"APIMX",2014m1
5270,28feb2014,3.4,.0175899,12.78,"APIMX",2014m2
5270,31mar2014,3.4,.0069535,12.82,"APIMX",2014m3
5270,30apr2014,2.7,.0045291,12.83,"APIMX",2014m4
5270,30may2014,3,.0090592,12.9,"APIMX",2014m5
5270,30jun2014,2.8,.0120859,13.01,"APIMX",2014m6
5270,31jul2014,2.7,-.0141454,12.78,"APIMX",2014m7
5270,29aug2014,2.8,.0097815,12.86,"APIMX",2014m8
5270,30sep2014,2.8,-.0143611,12.63,"APIMX",2014m9
5270,31oct2014,3,-.0027097,12.55,"APIMX",2014m10
5270,28nov2014,3.1,-.0084217,12.4,"APIMX",2014m11
5270,31dec2014,3,-.0212808,12.09,"APIMX",2014m12
5270,30jan2015,3.3,.0016543,12.11,"APIMX",2015m1
5270,27feb2015,4.7,.0175805,12.24,"APIMX",2015m2
5270,31mar2015,4.6,.0003625,12.2,"APIMX",2015m3
5270,30apr2015,4.7,.0102094,12.28,"APIMX",2015m4
5270,29may2015,4.8,.0003121,12.24,"APIMX",2015m5
5270,30jun2015,4.8,-.0112095,12.06,"APIMX",2015m6
5270,31jul2015,5,-.0030973,11.98,"APIMX",2015m7
5270,31aug2015,4.9,-.0190621,11.71,"APIMX",2015m8
5270,30sep2015,5,-.011787,11.53,"APIMX",2015m9
5270,30oct2015,5,.0078664,11.58,"APIMX",2015m10
5270,30nov2015,5.1,-.0034419,11.5,"APIMX",2015m11
5270,31dec2015,5.4,-.009472,11.35,"APIMX",2015m12
5270,29jan2016,5.4,-.0061664,3.76,"APIMX",2016m1
5270,29feb2016,5.3,.0009698,3.75,"APIMX",2016m2
5270,31mar2016,5.9,.0155037,3.8,"APIMX",2016m3
5270,29apr2016,4.5,.0089277,3.826,"APIMX",2016m4
5270,31may2016,4.4,.0030753,3.83,"APIMX",2016m5
5270,30jun2016,4.7,.0083643,3.854,"APIMX",2016m6
5270,29jul2016,5.7,.0087696,3.88,"APIMX",2016m7
5270,31aug2016,5.8,.0061773,3.896,"APIMX",2016m8
5270,30sep2016,7,.0027875,3.899,"APIMX",2016m9
5270,31oct2016,7.2,.0022637,3.9,"APIMX",2016m10
5270,30nov2016,8.6,-.0060731,3.868,"APIMX",2016m11
5270,30dec2016,9.8,.0070616,3.887,"APIMX",2016m12
5270,31jan2017,10.1,.0087471,3.921,"APIMX",2017m1
5270,28feb2017,10.3,.0071538,3.934,"APIMX",2017m2
5270,31mar2017,11,.0014375,3.931,"APIMX",2017m3
5270,28apr2017,11.9,.0065432,3.948,"APIMX",2017m4
5270,31may2017,12.8,.0050301,3.959,"APIMX",2017m5
5270,30jun2017,12.5,.0051191,3.97,"APIMX",2017m6
5270,31jul2017,11.8,.0040522,3.977,"APIMX",2017m7
5270,31aug2017,10.8,.0034815,3.98,"APIMX",2017m8
5270,29sep2017,10.6,.002647,3.98,"APIMX",2017m9
5270,31oct2017,10.3,.0025638,3.98,"APIMX",2017m10
5270,30nov2017,10.2,5.03e-07,3.97,"APIMX",2017m11
5270,29dec2017,10.2,.000273,3.96,"APIMX",2017m12
5791,31jan2000,58.2,-.0117716,16.79,"GWETX",2000m1
5791,29feb2000,82.6,.0708755,17.98,"GWETX",2000m2
5791,31mar2000,90.3,.1001112,19.78,"GWETX",2000m3
5791,28apr2000,87.3,-.0404449,18.98,"GWETX",2000m4
5791,31may2000,85.8,-.016333,18.67,"GWETX",2000m5
5791,30jun2000,88,.0299946,19.23,"GWETX",2000m6
5791,31jul2000,91.2,.0436817,20.07,"GWETX",2000m7
5791,31aug2000,100.3,.081714,21.71,"GWETX",2000m8
5791,29sep2000,99.9,-.0225702,21.22,"GWETX",2000m9
5791,31oct2000,96.9,-.0447691,20.27,"GWETX",2000m10
5791,30nov2000,92.4,-.101187,16.49,"GWETX",2000m11
5791,29dec2000,98.5,.0521528,17.35,"GWETX",2000m12
5791,31jan2001,101.6,.0582133,18.36,"GWETX",2001m1
5791,28feb2001,97.2,-.0974946,16.57,"GWETX",2001m2
5791,30mar2001,91.6,-.0633675,15.52,"GWETX",2001m3
5791,30apr2001,97.7,.0573454,16.41,"GWETX",2001m4
5791,31may2001,98.7,.0054845,16.5,"GWETX",2001m5
5791,29jun2001,96,-.0290909,16.02,"GWETX",2001m6
5791,31jul2001,92.6,-.0349563,15.46,"GWETX",2001m7
5791,31aug2001,86.9,-.0582147,14.56,"GWETX",2001m8
5791,28sep2001,75.2,-.1280495,12.28,"GWETX",2001m9
5791,31oct2001,73.5,-.0105863,12.15,"GWETX",2001m10
5791,30nov2001,77.1,.0748971,13.06,"GWETX",2001m11
5791,31dec2001,79.1,.032925,13.49,"GWETX",2001m12
5791,31jan2002,76.3,-.0266864,13.13,"GWETX",2002m1
5791,28feb2002,73,-.039604,12.61,"GWETX",2002m2
5791,28mar2002,77.5,.0547185,13.3,"GWETX",2002m3
5791,30apr2002,71.2,-.0631579,12.46,"GWETX",2002m4
5791,31may2002,69.8,-.0120385,12.31,"GWETX",2002m5
5791,28jun2002,62.3,-.0722989,11.42,"GWETX",2002m6
5791,31jul2002,51.2,-.1436077,9.78,"GWETX",2002m7
5791,30aug2002,51,.0102249,9.88,"GWETX",2002m8
5791,30sep2002,45.2,-.0931174,8.96,"GWETX",2002m9
5791,31oct2002,46.8,.0602679,9.5,"GWETX",2002m10
5791,29nov2002,50.2,.0842105,10.3,"GWETX",2002m11
5791,31dec2002,47,-.0510715,9.77,"GWETX",2002m12
5791,31jan2003,45.2,-.0317298,9.46,"GWETX",2003m1
5791,28feb2003,43.2,-.0147992,9.32,"GWETX",2003m2
5791,31mar2003,41.7,-.001073,9.31,"GWETX",2003m3
5791,30apr2003,45.9,.1095596,10.33,"GWETX",2003m4
5791,30may2003,48.9,.0648596,11,"GWETX",2003m5
5791,30jun2003,48.8,.0027273,11.03,"GWETX",2003m6
5791,31jul2003,50.5,.038078,11.45,"GWETX",2003m7
5791,29aug2003,51.5,.0227074,11.71,"GWETX",2003m8
5791,30sep2003,50.5,-.0136635,11.55,"GWETX",2003m9
5791,31oct2003,53.1,.0658009,12.31,"GWETX",2003m10
5791,28nov2003,53.6,.016247,12.51,"GWETX",2003m11
5791,31dec2003,54.9,.0269439,12.81,"GWETX",2003m12
5791,30jan2004,56.8,.0117096,12.96,"GWETX",2004m1
5791,27feb2004,56.6,.0138889,13.14,"GWETX",2004m2
5791,31mar2004,54.4,0,13.14,"GWETX",2004m3
5791,30apr2004,52.2,-.0296804,12.75,"GWETX",2004m4
5791,28may2004,51.9,.0164706,12.96,"GWETX",2004m5
5791,30jun2004,53.4,.0246914,13.28,"GWETX",2004m6
5791,30jul2004,51.5,-.0374923,12.78,"GWETX",2004m7
5791,31aug2004,51.4,0,12.78,"GWETX",2004m8
5791,30sep2004,52.7,.0234742,13.08,"GWETX",2004m9
5791,29oct2004,53.3,.0061162,13.16,"GWETX",2004m10
5791,30nov2004,56.5,.0471125,13.78,"GWETX",2004m11
5791,31dec2004,59.9,.0381754,14.24,"GWETX",2004m12
5791,31jan2005,59.6,-.0133427,14.05,"GWETX",2005m1
5791,28feb2005,62.3,.0398577,14.61,"GWETX",2005m2
5791,31mar2005,61.7,-.0143737,14.4,"GWETX",2005m3
5791,29apr2005,61.4,-.0166667,14.16,"GWETX",2005m4
5791,31may2005,63.6,.0303672,14.59,"GWETX",2005m5
5791,30jun2005,64.4,.0150788,14.81,"GWETX",2005m6
5791,29jul2005,66.5,.0391627,15.39,"GWETX",2005m7
5791,31aug2005,66.4,.0006498,15.4,"GWETX",2005m8
5791,30sep2005,67.2,.0077922,15.52,"GWETX",2005m9
5791,31oct2005,65.4,-.0341495,14.99,"GWETX",2005m10
5791,30nov2005,67.6,.024016,15.35,"GWETX",2005m11
5791,30dec2005,67.3,-.0019294,15.22,"GWETX",2005m12
5791,31jan2006,70.1,.0387648,15.81,"GWETX",2006m1
5791,28feb2006,71.3,.0120177,16,"GWETX",2006m2
5791,31mar2006,70.2,.003125,16.05,"GWETX",2006m3
5791,28apr2006,69.4,.0068536,16.16,"GWETX",2006m4
5791,31may2006,67.3,-.0185644,15.86,"GWETX",2006m5
5791,30jun2006,65.5,-.0006305,15.85,"GWETX",2006m6
5791,31jul2006,65.1,.0006505,15.86,"GWETX",2006m7
5791,31aug2006,65.7,.0201765,16.18,"GWETX",2006m8
5791,29sep2006,65.7,.0092707,16.33,"GWETX",2006m9
5791,31oct2006,64.9,.0128598,16.54,"GWETX",2006m10
5791,30nov2006,64,.0145103,16.78,"GWETX",2006m11
5791,29dec2006,64.3,.0136788,16.9,"GWETX",2006m12
5791,31jan2007,64.5,.0142012,17.14,"GWETX",2007m1
5791,28feb2007,63.8,-.0046674,17.06,"GWETX",2007m2
5791,30mar2007,63.2,.0011723,17.08,"GWETX",2007m3
5791,30apr2007,65.4,.0398126,17.76,"GWETX",2007m4
5791,31may2007,66.5,.0388514,18.45,"GWETX",2007m5
5791,29jun2007,64.6,-.0189702,18.1,"GWETX",2007m6
5791,31jul2007,62,-.0376188,17.1,"GWETX",2007m7
5791,31aug2007,61.4,-.0005848,17.09,"GWETX",2007m8
5791,28sep2007,62.9,.0310123,17.62,"GWETX",2007m9
5791,31oct2007,63.5,.0192963,17.96,"GWETX",2007m10
5791,30nov2007,59.6,-.0528953,17.01,"GWETX",2007m11
5791,31dec2007,58.8,-.0091792,15.01,"GWETX",2007m12
5791,31jan2008,55.3,-.0526316,14.22,"GWETX",2008m1
5791,29feb2008,52.8,-.0379747,13.68,"GWETX",2008m2
5791,31mar2008,51,-.0095029,13.55,"GWETX",2008m3
5791,30apr2008,53.6,.0575646,14.33,"GWETX",2008m4
5791,30may2008,54.4,.0209351,14.63,"GWETX",2008m5
5791,30jun2008,49.5,-.088175,13.34,"GWETX",2008m6
5791,31jul2008,47.5,-.0314843,12.92,"GWETX",2008m7
5791,29aug2008,47.7,.0232198,13.22,"GWETX",2008m8
5791,30sep2008,42.7,-.0942047,11.74,"GWETX",2008m9
5791,31oct2008,34.7,-.1754685,9.68,"GWETX",2008m10
5791,28nov2008,31.6,-.064511,8.96,"GWETX",2008m11
5791,31dec2008,31.9,.0193496,9.11,"GWETX",2008m12
5791,30jan2009,29.9,-.0514679,8.62,"GWETX",2009m1
5791,27feb2009,26.5,-.0904872,7.84,"GWETX",2009m2
5791,31mar2009,27.5,.0892857,8.54,"GWETX",2009m3
5791,30apr2009,22.7,.1030445,9.42,"GWETX",2009m4
5791,29may2009,23.5,.0498938,9.89,"GWETX",2009m5
5791,30jun2009,23.5,.0040445,9.93,"GWETX",2009m6
5791,31jul2009,13.3,.0785498,10.71,"GWETX",2009m7
5791,31aug2009,1.4,.0168067,10.89,"GWETX",2009m8
5791,30sep2009,1.4,.0523416,11.46,"GWETX",2009m9
5791,30oct2009,1.4,-.0375218,11.03,"GWETX",2009m10
5791,30nov2009,1.2,.0208522,11.26,"GWETX",2009m11
5791,31dec2009,1.3,.0701599,12.05,"GWETX",2009m12
5791,29jan2010,1.2,-.0414938,11.55,"GWETX",2010m1
5791,26feb2010,1.3,.0554113,12.19,"GWETX",2010m2
5791,31mar2010,1.4,.0623462,12.95,"GWETX",2010m3
5791,30apr2010,1.5,.0447876,13.53,"GWETX",2010m4
5791,28may2010,1.4,-.0702143,12.58,"GWETX",2010m5
5791,30jun2010,1.3,-.0596184,11.83,"GWETX",2010m6
5791,30jul2010,1.4,.0786137,12.76,"GWETX",2010m7
5791,31aug2010,1.3,-.0634796,11.95,"GWETX",2010m8
5791,30sep2010,1.4,.1205021,13.39,"GWETX",2010m9
5791,29oct2010,1.5,.0365945,13.88,"GWETX",2010m10
5791,30nov2010,1.7,.0461095,14.52,"GWETX",2010m11
5791,31dec2010,1.9,.0772923,15.64,"GWETX",2010m12
5791,31jan2011,2,-.0076726,15.52,"GWETX",2011m1
5791,28feb2011,2.2,.0502577,16.3,"GWETX",2011m2
5791,31mar2011,2.4,.0398773,16.95,"GWETX",2011m3
5791,29apr2011,2.5,.0218289,17.32,"GWETX",2011m4
5791,31may2011,2.9,-.02194,16.94,"GWETX",2011m5
5791,30jun2011,2.9,-.0123967,16.73,"GWETX",2011m6
5791,29jul2011,3,-.0263001,16.29,"GWETX",2011m7
5791,31aug2011,3,-.0589319,15.33,"GWETX",2011m8
5791,30sep2011,2.8,-.1004566,13.79,"GWETX",2011m9
5791,31oct2011,3.5,.1276287,15.55,"GWETX",2011m10
5791,30nov2011,3.2,.0160772,15.8,"GWETX",2011m11
5791,30dec2011,3.3,.0044304,15.87,"GWETX",2011m12
5791,31jan2012,3.7,.0535602,16.72,"GWETX",2012m1
5791,29feb2012,4,.0221292,17.09,"GWETX",2012m2
5791,30mar2012,4.2,.0193095,17.42,"GWETX",2012m3
5791,30apr2012,4.4,-.0074627,17.29,"GWETX",2012m4
5791,31may2012,4.5,-.0532099,16.37,"GWETX",2012m5
5791,29jun2012,4.9,.0311546,16.88,"GWETX",2012m6
5791,31jul2012,5.3,.0088863,17.03,"GWETX",2012m7
5791,31aug2012,10.9,.0281856,17.51,"GWETX",2012m8
5791,28sep2012,12.7,.0217019,17.89,"GWETX",2012m9
5791,31oct2012,13.5,-.019564,17.54,"GWETX",2012m10
5791,30nov2012,14.1,.009122,17.7,"GWETX",2012m11
5791,31dec2012,14.7,.0261868,17.72,"GWETX",2012m12
5791,31jan2013,17.9,.0651809,18.79,"GWETX",2013m1
5791,28feb2013,19.7,.0219764,19.12,"GWETX",2013m2
5791,28mar2013,22.1,.041841,19.92,"GWETX",2013m3
5791,30apr2013,23,-.0085341,19.75,"GWETX",2013m4
5791,31may2013,26.6,.0460759,20.66,"GWETX",2013m5
5791,28jun2013,41.3,.0096805,20.86,"GWETX",2013m6
5791,31jul2013,57.6,.0608821,22.13,"GWETX",2013m7
5791,30aug2013,59.6,-.0149119,21.8,"GWETX",2013m8
5791,30sep2013,64.4,.0646789,23.21,"GWETX",2013m9
5791,31oct2013,69.2,.0353296,24.03,"GWETX",2013m10
5791,29nov2013,70.7,.0362047,24.9,"GWETX",2013m11
5791,31dec2013,70,.0123695,24.34,"GWETX",2013m12
5791,31jan2014,64.3,-.0312243,23.58,"GWETX",2014m1
5791,28feb2014,61.2,.0262935,24.2,"GWETX",2014m2
5791,31mar2014,60.1,-.0033058,24.12,"GWETX",2014m3
5791,30apr2014,49.5,-.0385572,23.19,"GWETX",2014m4
5791,30may2014,48.5,-.0043122,23.09,"GWETX",2014m5
5791,30jun2014,50.5,.0528367,24.31,"GWETX",2014m6
5791,31jul2014,50.9,-.0571781,22.92,"GWETX",2014m7
5791,29aug2014,52.7,.0335951,23.69,"GWETX",2014m8
5791,30sep2014,50,-.0455889,22.61,"GWETX",2014m9
5791,31oct2014,52.6,.0734188,24.27,"GWETX",2014m10
5791,28nov2014,39.7,.0008241,24.29,"GWETX",2014m11
5791,31dec2014,38,.0173803,23.39,"GWETX",2014m12
5791,30jan2015,36.3,-.0414707,22.42,"GWETX",2015m1
5791,27feb2015,37.7,.0597681,23.76,"GWETX",2015m2
5791,31mar2015,38.5,.0147306,24.11,"GWETX",2015m3
5791,30apr2015,37.7,-.0215678,23.59,"GWETX",2015m4
5791,29may2015,37.7,.0131412,23.9,"GWETX",2015m5
5791,30jun2015,38.1,.0142259,24.24,"GWETX",2015m6
5791,31jul2015,38,-.0074257,24.06,"GWETX",2015m7
5791,31aug2015,35.7,-.0527847,22.79,"GWETX",2015m8
5791,30sep2015,34.3,-.0324704,22.05,"GWETX",2015m9
5791,30oct2015,37,.0575964,23.32,"GWETX",2015m10
5791,30nov2015,38.1,.0227273,23.85,"GWETX",2015m11
5791,31dec2015,35.7,-.0488863,21.8,"GWETX",2015m12
5791,29jan2016,33.1,-.0683486,20.31,"GWETX",2016m1
5791,29feb2016,33.7,.0162482,20.64,"GWETX",2016m2
5791,31mar2016,35.8,.0775194,22.24,"GWETX",2016m3
5791,29apr2016,35.5,.0067446,22.39,"GWETX",2016m4
5791,31may2016,36.3,.0397499,23.28,"GWETX",2016m5
5791,30jun2016,35.8,-.0047251,23.17,"GWETX",2016m6
5791,29jul2016,35.6,.044454,24.2,"GWETX",2016m7
5791,31aug2016,35.9,.0115702,24.48,"GWETX",2016m8
5791,30sep2016,35.5,-.001634,24.44,"GWETX",2016m9
5791,31oct2016,33.9,-.037234,23.53,"GWETX",2016m10
5791,30nov2016,36.4,.079898,25.41,"GWETX",2016m11
5791,30dec2016,35.9,.0075724,24.57,"GWETX",2016m12
5791,31jan2017,36.2,.023199,25.14,"GWETX",2017m1
5791,28feb2017,36.7,.0167064,25.56,"GWETX",2017m2
5791,31mar2017,36.8,.0046948,25.68,"GWETX",2017m3
5791,28apr2017,37.2,.0155763,26.08,"GWETX",2017m4
5791,31may2017,37.1,.0164877,26.51,"GWETX",2017m5
5791,30jun2017,33.3,.0158431,26.93,"GWETX",2017m6
5791,31jul2017,33.3,.006684,27.11,"GWETX",2017m7
5791,31aug2017,23.4,-.0099594,26.84,"GWETX",2017m8
5791,29sep2017,24.8,.0540238,28.29,"GWETX",2017m9
5791,31oct2017,24.9,.019088,28.83,"GWETX",2017m10
5791,30nov2017,25.1,.0242803,29.53,"GWETX",2017m11
5791,29dec2017,25,.0010938,28.04,"GWETX",2017m12
11589,31jan2000,810,-.0411749,36.56,"FSTMX",2000m1
11589,29feb2000,856.2,.0232495,37.41,"FSTMX",2000m2
11589,31mar2000,953.8,.0585405,39.6,"FSTMX",2000m3
11589,28apr2000,969,-.0533412,37.28,"FSTMX",2000m4
11589,31may2000,941.7,-.0340665,36.01,"FSTMX",2000m5
11589,30jun2000,1005,.0444321,37.61,"FSTMX",2000m6
11589,31jul2000,997.9,-.0212709,36.81,"FSTMX",2000m7
11589,31aug2000,1190.9,.0725346,39.48,"FSTMX",2000m8
11589,29sep2000,1119.6,-.0466059,37.64,"FSTMX",2000m9
11589,31oct2000,1114.5,-.0215197,36.83,"FSTMX",2000m10
11589,30nov2000,1015.2,-.1001901,33.14,"FSTMX",2000m11
11589,29dec2000,1028.2,.0188419,33.5,"FSTMX",2000m12
11589,31jan2001,1091.8,.038209,34.78,"FSTMX",2001m1
11589,28feb2001,1009.4,-.093732,31.52,"FSTMX",2001m2
11589,30mar2001,937.3,-.0678934,29.38,"FSTMX",2001m3
11589,30apr2001,1041.7,.0826067,31.74,"FSTMX",2001m4
11589,31may2001,1074.1,.0100819,32.06,"FSTMX",2001m5
11589,29jun2001,1071.1,-.0155958,31.56,"FSTMX",2001m6
11589,31jul2001,1073.4,-.0180608,30.99,"FSTMX",2001m7
