crsp_fundno,date,mtna,mret,mnav,ticker,tm
11589,31aug2001,1020,-.060342,29.12,"FSTMX",2001m8
11589,28sep2001,940.6,-.0896291,26.51,"FSTMX",2001m9
11589,31oct2001,975,.0252735,27.18,"FSTMX",2001m10
11589,30nov2001,1067.8,.0765269,29.26,"FSTMX",2001m11
11589,31dec2001,1102.7,.0191962,29.56,"FSTMX",2001m12
11589,31jan2002,1118.1,-.0128552,29.18,"FSTMX",2002m1
11589,28feb2002,1109.9,-.0209047,28.57,"FSTMX",2002m2
11589,28mar2002,1186.3,.0441022,29.83,"FSTMX",2002m3
11589,30apr2002,1146.8,-.0483212,28.34,"FSTMX",2002m4
11589,31may2002,1142.4,-.0112915,28.02,"FSTMX",2002m5
11589,28jun2002,1061.2,-.0710207,26.03,"FSTMX",2002m6
11589,31jul2002,989.4,-.0810603,23.92,"FSTMX",2002m7
11589,30aug2002,1008.8,.0054348,24.05,"FSTMX",2002m8
11589,30sep2002,908.1,-.1002079,21.64,"FSTMX",2002m9
11589,31oct2002,1005.5,.0767098,23.3,"FSTMX",2002m10
11589,29nov2002,1082.8,.0596567,24.69,"FSTMX",2002m11
11589,31dec2002,1033,-.0556516,23.05,"FSTMX",2002m12
11589,31jan2003,1019.6,-.0255965,22.46,"FSTMX",2003m1
11589,28feb2003,1003.9,-.0173642,22.07,"FSTMX",2003m2
11589,31mar2003,1128,.0108745,22.31,"FSTMX",2003m3
11589,30apr2003,1254.7,.0825804,24.1,"FSTMX",2003m4
11589,30may2003,1367.2,.0605809,25.56,"FSTMX",2003m5
11589,30jun2003,1430.9,.0144757,25.93,"FSTMX",2003m6
11589,31jul2003,1507.9,.0239105,26.55,"FSTMX",2003m7
11589,29aug2003,1586.7,.0241055,27.19,"FSTMX",2003m8
11589,30sep2003,1615.2,-.011769,26.87,"FSTMX",2003m9
11589,31oct2003,1765.5,.0606624,28.5,"FSTMX",2003m10
11589,28nov2003,1834.8,.0140351,28.9,"FSTMX",2003m11
11589,31dec2003,1970.3,.0444884,29.91,"FSTMX",2003m12
11589,30jan2004,2107.7,.0217319,30.56,"FSTMX",2004m1
11589,27feb2004,2238.8,.0143979,31,"FSTMX",2004m2
11589,31mar2004,2247.5,-.0106452,30.67,"FSTMX",2004m3
11589,30apr2004,2232.1,-.0215893,29.95,"FSTMX",2004m4
11589,28may2004,2279.2,.0136895,30.36,"FSTMX",2004m5
11589,30jun2004,2346.7,.0204216,30.98,"FSTMX",2004m6
11589,30jul2004,2287.9,-.0380891,29.8,"FSTMX",2004m7
11589,31aug2004,2302.4,.0033557,29.9,"FSTMX",2004m8
11589,30sep2004,2383.1,.016388,30.39,"FSTMX",2004m9
11589,29oct2004,2471.3,.0161237,30.88,"FSTMX",2004m10
11589,30nov2004,2646.7,.0466321,32.32,"FSTMX",2004m11
11589,31dec2004,2774.2,.035479,33.05,"FSTMX",2004m12
11589,31jan2005,2755.1,-.0263238,32.18,"FSTMX",2005m1
11589,28feb2005,2847.2,.0220634,32.89,"FSTMX",2005m2
11589,31mar2005,2834.2,-.0173305,32.32,"FSTMX",2005m3
11589,29apr2005,2822.7,-.0223403,31.51,"FSTMX",2005m4
11589,31may2005,2969.4,.0380831,32.71,"FSTMX",2005m5
11589,30jun2005,3043,.0082544,32.98,"FSTMX",2005m6
11589,29jul2005,3202.6,.0412371,34.34,"FSTMX",2005m7
11589,31aug2005,3207.1,-.0087362,34.04,"FSTMX",2005m8
11589,30sep2005,3256.9,.0082256,34.32,"FSTMX",2005m9
11589,31oct2005,1939.6,-.018648,33.68,"FSTMX",2005m10
11589,30nov2005,1974,.0400831,35.03,"FSTMX",2005m11
11589,30dec2005,1955.4,.0012434,34.66,"FSTMX",2005m12
11589,31jan2006,1944.9,.0357761,35.9,"FSTMX",2006m1
11589,28feb2006,1970.1,-.0002786,35.89,"FSTMX",2006m2
11589,31mar2006,2103.9,.0183895,36.55,"FSTMX",2006m3
11589,28apr2006,2138.7,.0109795,36.84,"FSTMX",2006m4
11589,31may2006,2080.8,-.0323018,35.65,"FSTMX",2006m5
11589,30jun2006,2122.6,.002244,35.73,"FSTMX",2006m6
11589,31jul2006,2136.3,-.0011195,35.69,"FSTMX",2006m7
11589,31aug2006,2208.2,.0229756,36.51,"FSTMX",2006m8
11589,29sep2006,2290.8,.0219118,37.31,"FSTMX",2006m9
11589,31oct2006,2416.7,.0361833,38.66,"FSTMX",2006m10
11589,30nov2006,3538.5,.0225039,39.53,"FSTMX",2006m11
11589,29dec2006,3665.9,.0117,39.58,"FSTMX",2006m12
11589,31jan2007,3916.8,.0186963,40.32,"FSTMX",2007m1
11589,28feb2007,3934,-.015873,39.68,"FSTMX",2007m2
11589,30mar2007,4143.3,.0113407,40.13,"FSTMX",2007m3
11589,30apr2007,4385.7,.0399146,41.62,"FSTMX",2007m4
11589,31may2007,4540.5,.0365209,43.14,"FSTMX",2007m5
11589,29jun2007,4463.6,-.0159944,42.45,"FSTMX",2007m6
11589,31jul2007,4379,-.0343934,40.99,"FSTMX",2007m7
11589,31aug2007,4548.6,.0143938,41.58,"FSTMX",2007m8
11589,28sep2007,4791.2,.0358345,43.07,"FSTMX",2007m9
11589,31oct2007,4980.2,.0190388,43.89,"FSTMX",2007m10
11589,30nov2007,4831.2,-.0448849,41.92,"FSTMX",2007m11
11589,31dec2007,4854.6,-.0059277,40.9,"FSTMX",2007m12
11589,31jan2008,4545.4,-.0606357,38.42,"FSTMX",2008m1
11589,29feb2008,4457.9,-.0304529,37.25,"FSTMX",2008m2
11589,31mar2008,4626.1,-.006443,37.01,"FSTMX",2008m3
11589,30apr2008,4895.1,.0499656,38.75,"FSTMX",2008m4
11589,30may2008,5072.9,.0206452,39.55,"FSTMX",2008m5
11589,30jun2008,4755.2,-.0816688,36.32,"FSTMX",2008m6
11589,31jul2008,4780.4,-.0079846,36.03,"FSTMX",2008m7
11589,29aug2008,4863.9,.0158201,36.6,"FSTMX",2008m8
11589,30sep2008,4566.2,-.0923497,33.22,"FSTMX",2008m9
11589,31oct2008,3998.4,-.1760987,27.37,"FSTMX",2008m10
11589,28nov2008,3814.1,-.0800146,25.18,"FSTMX",2008m11
11589,31dec2008,3932.7,.0175135,25.07,"FSTMX",2008m12
11589,30jan2009,3662.6,-.0825688,23,"FSTMX",2009m1
11589,27feb2009,3323.7,-.1043478,20.6,"FSTMX",2009m2
11589,31mar2009,3685.6,.0873786,22.4,"FSTMX",2009m3
11589,30apr2009,4238.4,.1053918,24.66,"FSTMX",2009m4
11589,29may2009,4471.1,.0523114,25.95,"FSTMX",2009m5
11589,30jun2009,4491.7,.0038536,26.05,"FSTMX",2009m6
11589,31jul2009,4893.2,.0786948,28.1,"FSTMX",2009m7
11589,31aug2009,5052.1,.0355872,29.1,"FSTMX",2009m8
11589,30sep2009,5262.2,.0412371,30.3,"FSTMX",2009m9
11589,30oct2009,5142,-.0260726,29.51,"FSTMX",2009m10
11589,30nov2009,5313.6,.0562521,31.17,"FSTMX",2009m11
11589,31dec2009,5388.6,.0284349,31.57,"FSTMX",2009m12
11589,29jan2010,5221.2,-.0338929,30.5,"FSTMX",2010m1
11589,26feb2010,5409.3,.0340984,31.54,"FSTMX",2010m2
11589,31mar2010,5701.1,.0624604,33.51,"FSTMX",2010m3
11589,30apr2010,5764.5,.0214757,34.11,"FSTMX",2010m4
11589,28may2010,5325.3,-.0791557,31.41,"FSTMX",2010m5
11589,30jun2010,5064.9,-.0553964,29.67,"FSTMX",2010m6
11589,30jul2010,5461.4,.0694304,31.73,"FSTMX",2010m7
11589,31aug2010,5141.7,-.0472739,30.23,"FSTMX",2010m8
11589,30sep2010,5670,.0942772,33.08,"FSTMX",2010m9
11589,29oct2010,5814.5,.0389964,34.37,"FSTMX",2010m10
11589,30nov2010,5785.9,.005819,34.57,"FSTMX",2010m11
11589,31dec2010,5963.2,.068436,36.43,"FSTMX",2010m12
11589,31jan2011,6087.3,.0216854,37.22,"FSTMX",2011m1
11589,28feb2011,6310.7,.0360021,38.56,"FSTMX",2011m2
11589,31mar2011,5612.8,.0044087,38.73,"FSTMX",2011m3
11589,29apr2011,5833,.029656,39.77,"FSTMX",2011m4
11589,31may2011,5772.1,-.0115665,39.31,"FSTMX",2011m5
11589,30jun2011,5686.1,-.0178072,38.61,"FSTMX",2011m6
11589,29jul2011,5533.1,-.022533,37.74,"FSTMX",2011m7
11589,31aug2011,5238.3,-.0598834,35.48,"FSTMX",2011m8
11589,30sep2011,4873.6,-.0775085,32.73,"FSTMX",2011m9
11589,31oct2011,5410.7,.1151848,36.5,"FSTMX",2011m10
11589,30nov2011,4250.9,-.0030137,36.39,"FSTMX",2011m11
11589,30dec2011,3791.9,.008108,36.12,"FSTMX",2011m12
11589,31jan2012,3994.7,.0506645,37.95,"FSTMX",2012m1
11589,29feb2012,3406.5,.0421607,39.55,"FSTMX",2012m2
11589,30mar2012,3276.9,.0310999,40.78,"FSTMX",2012m3
11589,30apr2012,3223.8,-.0063876,40.4,"FSTMX",2012m4
11589,31may2012,3019.2,-.0621287,37.89,"FSTMX",2012m5
11589,29jun2012,3079.9,.0395883,39.39,"FSTMX",2012m6
11589,31jul2012,3100.7,.009901,39.78,"FSTMX",2012m7
11589,31aug2012,3118.1,.0248869,40.77,"FSTMX",2012m8
11589,28sep2012,3128.6,.0257542,41.82,"FSTMX",2012m9
11589,31oct2012,3060.1,-.0176949,41.08,"FSTMX",2012m10
11589,30nov2012,3108.5,.0073028,41.38,"FSTMX",2012m11
11589,31dec2012,3143.9,.0120794,41.22,"FSTMX",2012m12
11589,31jan2013,-99,.055313,43.5,"FSTMX",2013m1
11589,28feb2013,1312.5,.0126437,44.05,"FSTMX",2013m2
11589,28mar2013,1368.7,.0395006,45.79,"FSTMX",2013m3
11589,30apr2013,1390.2,.0165055,46.42,"FSTMX",2013m4
11589,31may2013,1432.3,.0241275,47.54,"FSTMX",2013m5
11589,28jun2013,1402.7,-.0128313,46.93,"FSTMX",2013m6
11589,31jul2013,1479.3,.0541232,49.47,"FSTMX",2013m7
11589,30aug2013,1416.9,-.0287043,48.05,"FSTMX",2013m8
11589,30sep2013,1484.1,.0366285,49.81,"FSTMX",2013m9
11589,31oct2013,1576.2,.042361,51.92,"FSTMX",2013m10
11589,29nov2013,1604.8,.0288906,53.42,"FSTMX",2013m11
11589,31dec2013,1650.4,.026341,54.12,"FSTMX",2013m12
11589,31jan2014,1628.9,-.0314117,52.42,"FSTMX",2014m1
11589,28feb2014,1702.6,.047501,54.91,"FSTMX",2014m2
11589,31mar2014,1673.4,.0050993,55.19,"FSTMX",2014m3
11589,30apr2014,1682.9,.0008702,55.09,"FSTMX",2014m4
11589,30may2014,1735,.021601,56.28,"FSTMX",2014m5
11589,30jun2014,1776.5,.025231,57.7,"FSTMX",2014m6
11589,31jul2014,1730.8,-.0197574,56.56,"FSTMX",2014m7
11589,29aug2014,1806.9,.0417256,58.92,"FSTMX",2014m8
11589,30sep2014,1746.6,-.0213849,57.66,"FSTMX",2014m9
11589,31oct2014,1823.3,.0275754,59.25,"FSTMX",2014m10
11589,28nov2014,1850.3,.0243038,60.69,"FSTMX",2014m11
11589,31dec2014,1861,-.0003899,59.87,"FSTMX",2014m12
11589,30jan2015,1838.4,-.0278938,58.2,"FSTMX",2015m1
11589,27feb2015,1968.6,.0580756,61.58,"FSTMX",2015m2
11589,31mar2015,1953.9,-.0102306,60.95,"FSTMX",2015m3
11589,30apr2015,1974.7,.0045484,61.07,"FSTMX",2015m4
11589,29may2015,2021.3,.0139185,61.92,"FSTMX",2015m5
11589,30jun2015,1988,-.0171189,60.86,"FSTMX",2015m6
11589,31jul2015,2037,.0165955,61.87,"FSTMX",2015m7
11589,31aug2015,1917,-.0601261,58.15,"FSTMX",2015m8
11589,30sep2015,1877.1,-.0295787,56.43,"FSTMX",2015m9
11589,30oct2015,2046.3,.0786816,60.87,"FSTMX",2015m10
11589,30nov2015,2031.9,.0055857,61.21,"FSTMX",2015m11
11589,31dec2015,1998.4,-.020448,58.67,"FSTMX",2015m12
11589,29jan2016,1911.4,-.0567581,55.34,"FSTMX",2016m1
11589,29feb2016,1944.9,-.0003614,55.32,"FSTMX",2016m2
11589,31mar2016,2090.4,.0701374,59.2,"FSTMX",2016m3
11589,29apr2016,2090.1,.0062566,59.29,"FSTMX",2016m4
11589,31may2016,2137.6,.0178782,60.35,"FSTMX",2016m5
11589,30jun2016,701.5,.0018227,60.46,"FSTMX",2016m6
11589,29jul2016,700.5,.0398611,62.87,"FSTMX",2016m7
11589,31aug2016,697.2,.0025449,63.03,"FSTMX",2016m8
11589,30sep2016,679.8,.0017452,63.14,"FSTMX",2016m9
11589,31oct2016,659,-.0220146,61.75,"FSTMX",2016m10
11589,30nov2016,706.4,.0445344,64.5,"FSTMX",2016m11
11589,30dec2016,728,.0195047,64.53,"FSTMX",2016m12
11589,31jan2017,733.9,.0193708,65.78,"FSTMX",2017m1
11589,28feb2017,737.1,.0367893,68.2,"FSTMX",2017m2
11589,31mar2017,732.3,.0007331,68.25,"FSTMX",2017m3
11589,28apr2017,739.1,.0104065,68.67,"FSTMX",2017m4
11589,31may2017,747.5,.0100481,69.36,"FSTMX",2017m5
11589,30jun2017,746,.0092272,70,"FSTMX",2017m6
11589,31jul2017,767.9,.0188571,71.32,"FSTMX",2017m7
11589,31aug2017,751.1,.0016826,71.44,"FSTMX",2017m8
11589,29sep2017,757.9,.0244961,73.19,"FSTMX",2017m9
11589,31oct2017,769,.0215876,74.77,"FSTMX",2017m10
11589,30nov2017,785,.030226,77.03,"FSTMX",2017m11
11589,29dec2017,794.6,.0100854,76.37,"FSTMX",2017m12
11942,31jan2000,864.2,-.0290284,16.39,"FFFEX",2000m1
11942,29feb2000,1027.2,.052471,17.25,"FFFEX",2000m2
11942,31mar2000,1212.1,.0342029,17.84,"FFFEX",2000m3
11942,28apr2000,1255.5,-.0420404,17.09,"FFFEX",2000m4
11942,31may2000,1267,-.0328817,16.06,"FFFEX",2000m5
11942,30jun2000,1395.2,.0523039,16.9,"FFFEX",2000m6
11942,31jul2000,1158.4,-.0171598,16.61,"FFFEX",2000m7
11942,31aug2000,1283.2,.0620108,17.64,"FFFEX",2000m8
11942,29sep2000,1292.9,-.0396825,16.94,"FFFEX",2000m9
11942,31oct2000,1308,-.0177096,16.64,"FFFEX",2000m10
11942,30nov2000,1269.8,-.0817308,15.28,"FFFEX",2000m11
11942,29dec2000,1273.5,.0189791,15,"FFFEX",2000m12
11942,31jan2001,1414.5,.0153333,15.23,"FFFEX",2001m1
11942,28feb2001,1402.4,-.0722259,14.13,"FFFEX",2001m2
11942,30mar2001,1349.3,-.0636943,13.23,"FFFEX",2001m3
11942,30apr2001,1514.9,.0702948,14.16,"FFFEX",2001m4
11942,31may2001,1575.9,.0039985,13.64,"FFFEX",2001m5
11942,29jun2001,1595.3,-.0146628,13.44,"FFFEX",2001m6
11942,31jul2001,1592.5,-.0223214,13.14,"FFFEX",2001m7
11942,31aug2001,1545.5,-.0449011,12.55,"FFFEX",2001m8
11942,28sep2001,1426,-.0900398,11.42,"FFFEX",2001m9
11942,31oct2001,1513.6,.0376532,11.85,"FFFEX",2001m10
11942,30nov2001,1643.1,.0590717,12.55,"FFFEX",2001m11
11942,31dec2001,1708.5,.012664,12.56,"FFFEX",2001m12
11942,31jan2002,1813,-.0143312,12.38,"FFFEX",2002m1
11942,28feb2002,1842.8,-.0177706,12.16,"FFFEX",2002m2
11942,28mar2002,1990.5,.0345395,12.58,"FFFEX",2002m3
11942,30apr2002,1997.4,-.0349762,12.14,"FFFEX",2002m4
11942,31may2002,2054.8,-.0090753,12,"FFFEX",2002m5
11942,28jun2002,1964.2,-.0616667,11.26,"FFFEX",2002m6
11942,31jul2002,1838.1,-.0728242,10.44,"FFFEX",2002m7
11942,30aug2002,1887.4,.0076628,10.52,"FFFEX",2002m8
11942,30sep2002,1796,-.0788973,9.69,"FFFEX",2002m9
11942,31oct2002,1948.4,.0619195,10.29,"FFFEX",2002m10
11942,29nov2002,2116.8,.0495627,10.8,"FFFEX",2002m11
11942,31dec2002,2090.7,-.0407081,10.24,"FFFEX",2002m12
11942,31jan2003,2171.2,-.0195313,10.04,"FFFEX",2003m1
11942,28feb2003,2219.8,-.0089641,9.95,"FFFEX",2003m2
11942,31mar2003,2327.4,.0090452,10.04,"FFFEX",2003m3
11942,30apr2003,2568.2,.0687251,10.73,"FFFEX",2003m4
11942,30may2003,2780,.0523383,11.25,"FFFEX",2003m5
11942,30jun2003,2898.9,.0142222,11.41,"FFFEX",2003m6
11942,31jul2003,3048.7,.0148992,11.58,"FFFEX",2003m7
11942,29aug2003,3199.5,.0233161,11.85,"FFFEX",2003m8
11942,30sep2003,3280.5,.0008439,11.86,"FFFEX",2003m9
11942,31oct2003,3532.3,.049747,12.45,"FFFEX",2003m10
11942,28nov2003,3657.8,.0104418,12.58,"FFFEX",2003m11
11942,31dec2003,3899.4,.0414846,12.95,"FFFEX",2003m12
11942,30jan2004,4088.2,.0177606,13.18,"FFFEX",2004m1
11942,27feb2004,4249.2,.0121396,13.34,"FFFEX",2004m2
11942,31mar2004,4352.9,-.0052474,13.27,"FFFEX",2004m3
11942,30apr2004,4349.6,-.023361,12.96,"FFFEX",2004m4
11942,28may2004,4449.7,.0085553,13.04,"FFFEX",2004m5
11942,30jun2004,4602.6,.017638,13.27,"FFFEX",2004m6
11942,30jul2004,4510.5,-.0369254,12.78,"FFFEX",2004m7
11942,31aug2004,4583.8,.0023474,12.81,"FFFEX",2004m8
11942,30sep2004,4733.3,.0187354,13.05,"FFFEX",2004m9
11942,29oct2004,4925.9,.0183908,13.29,"FFFEX",2004m10
11942,30nov2004,5245.9,.0413845,13.84,"FFFEX",2004m11
11942,31dec2004,5499.7,.0310694,14.08,"FFFEX",2004m12
11942,31jan2005,5600,-.0191761,13.81,"FFFEX",2005m1
11942,28feb2005,5813.5,.019551,14.08,"FFFEX",2005m2
11942,31mar2005,5848.3,-.0191761,13.81,"FFFEX",2005m3
11942,29apr2005,5847.1,-.019551,13.54,"FFFEX",2005m4
11942,31may2005,6135.8,.0330113,13.92,"FFFEX",2005m5
11942,30jun2005,6246.7,.0079023,14.03,"FFFEX",2005m6
11942,29jul2005,6594.7,.0363507,14.54,"FFFEX",2005m7
11942,31aug2005,6687.2,.0006878,14.55,"FFFEX",2005m8
11942,30sep2005,6826.3,.0130584,14.74,"FFFEX",2005m9
11942,31oct2005,6778.6,-.0183175,14.47,"FFFEX",2005m10
11942,30nov2005,7173,.0387008,15.03,"FFFEX",2005m11
11942,30dec2005,7399.6,.0145765,15.02,"FFFEX",2005m12
11942,31jan2006,7888.6,.0386152,15.6,"FFFEX",2006m1
11942,28feb2006,8041.5,-.0070513,15.49,"FFFEX",2006m2
11942,31mar2006,8482.2,.0213041,15.82,"FFFEX",2006m3
11942,28apr2006,8847.8,.0132743,16.03,"FFFEX",2006m4
11942,31may2006,8671.6,-.0366745,15.17,"FFFEX",2006m5
11942,30jun2006,8776.6,-.0019776,15.14,"FFFEX",2006m6
11942,31jul2006,8868.4,-.005284,15.06,"FFFEX",2006m7
11942,31aug2006,9187.6,.0212483,15.38,"FFFEX",2006m8
11942,29sep2006,9443,.0162549,15.63,"FFFEX",2006m9
11942,31oct2006,9927.7,.0307102,16.11,"FFFEX",2006m10
11942,30nov2006,10342.1,.0248293,16.51,"FFFEX",2006m11
11942,29dec2006,10720.4,.0089904,16.03,"FFFEX",2006m12
11942,31jan2007,11248.3,.0155958,16.28,"FFFEX",2007m1
11942,28feb2007,11424.4,-.0061425,16.18,"FFFEX",2007m2
11942,30mar2007,11888.1,.0111248,16.36,"FFFEX",2007m3
11942,30apr2007,12586.4,.0397311,17.01,"FFFEX",2007m4
11942,31may2007,13166.1,.0305051,16.97,"FFFEX",2007m5
11942,29jun2007,13260.4,-.0076606,16.84,"FFFEX",2007m6
11942,31jul2007,13068.5,-.0225653,16.46,"FFFEX",2007m7
11942,31aug2007,13324.8,.0066829,16.57,"FFFEX",2007m8
11942,28sep2007,14031.7,.041038,17.25,"FFFEX",2007m9
11942,31oct2007,14719.4,.0313043,17.79,"FFFEX",2007m10
11942,30nov2007,14143,-.0432827,17.02,"FFFEX",2007m11
11942,31dec2007,14351.7,-.0036499,16.52,"FFFEX",2007m12
11942,31jan2008,13409.7,-.062954,15.48,"FFFEX",2008m1
11942,29feb2008,13381.1,-.0180879,15.2,"FFFEX",2008m2
11942,31mar2008,13455.6,-.0118421,15.02,"FFFEX",2008m3
11942,30apr2008,14321,.0505992,15.78,"FFFEX",2008m4
11942,30may2008,14781.8,.0181997,15.45,"FFFEX",2008m5
11942,30jun2008,14081.1,-.0627832,14.48,"FFFEX",2008m6
11942,31jul2008,13667.3,-.0248619,14.12,"FFFEX",2008m7
11942,29aug2008,13755.1,-.0028329,14.08,"FFFEX",2008m8
11942,30sep2008,12458.6,-.0987216,12.69,"FFFEX",2008m9
11942,31oct2008,10311.9,-.1741529,10.48,"FFFEX",2008m10
11942,28nov2008,9595,-.0753817,9.69,"FFFEX",2008m11
11942,31dec2008,10076.5,.0338983,9.76,"FFFEX",2008m12
11942,30jan2009,9492.8,-.0645492,9.13,"FFFEX",2009m1
11942,27feb2009,8860.8,-.0821468,8.38,"FFFEX",2009m2
11942,31mar2009,9687.8,.0704057,8.97,"FFFEX",2009m3
11942,30apr2009,10720.4,.0958751,9.83,"FFFEX",2009m4
11942,29may2009,11625.7,.0693715,10.47,"FFFEX",2009m5
11942,30jun2009,11784.4,.0019102,10.49,"FFFEX",2009m6
11942,31jul2009,12815.3,.0753098,11.28,"FFFEX",2009m7
11942,31aug2009,13337.1,.0345745,11.67,"FFFEX",2009m8
11942,30sep2009,14017.4,.041988,12.16,"FFFEX",2009m9
11942,30oct2009,13628.1,-.0238487,11.87,"FFFEX",2009m10
11942,30nov2009,13992.1,.0438079,12.39,"FFFEX",2009m11
11942,31dec2009,14110.8,.0244391,12.39,"FFFEX",2009m12
11942,29jan2010,13499.4,-.0322841,11.99,"FFFEX",2010m1
11942,26feb2010,13779,.0208507,12.24,"FFFEX",2010m2
11942,31mar2010,14629.9,.0514706,12.87,"FFFEX",2010m3
11942,30apr2010,14820.3,.014763,13.06,"FFFEX",2010m4
11942,28may2010,13614.9,-.0681923,12.09,"FFFEX",2010m5
11942,30jun2010,13109.2,-.0347395,11.67,"FFFEX",2010m6
11942,30jul2010,13713.8,.0625536,12.4,"FFFEX",2010m7
11942,31aug2010,13081,-.033871,11.98,"FFFEX",2010m8
11942,30sep2010,13990.1,.0784641,12.92,"FFFEX",2010m9
11942,29oct2010,14285.5,.0348297,13.37,"FFFEX",2010m10
11942,30nov2010,14180.4,-.0074794,13.27,"FFFEX",2010m11
11942,31dec2010,14727.2,.0578435,13.77,"FFFEX",2010m12
11942,31jan2011,14474.9,.0159768,13.99,"FFFEX",2011m1
11942,28feb2011,14623.1,.0235883,14.32,"FFFEX",2011m2
11942,31mar2011,14755.4,.0055866,14.4,"FFFEX",2011m3
11942,29apr2011,15233.8,.0319444,14.86,"FFFEX",2011m4
11942,31may2011,14865.2,-.0155093,14.57,"FFFEX",2011m5
11942,30jun2011,14155.7,-.0185312,14.3,"FFFEX",2011m6
11942,29jul2011,13902.7,-.0062937,14.21,"FFFEX",2011m7
11942,31aug2011,12892.6,-.0506685,13.49,"FFFEX",2011m8
11942,30sep2011,11661.4,-.0763529,12.46,"FFFEX",2011m9
11942,31oct2011,12264.4,.0810594,13.47,"FFFEX",2011m10
11942,30nov2011,11718.5,-.0141054,13.28,"FFFEX",2011m11
11942,30dec2011,11244.4,.0001506,12.84,"FFFEX",2011m12
11942,31jan2012,11413.8,.0436137,13.4,"FFFEX",2012m1
11942,29feb2012,11670,.038806,13.92,"FFFEX",2012m2
11942,30mar2012,11677.5,.0107759,14.07,"FFFEX",2012m3
11942,30apr2012,11506.5,-.0028429,14.03,"FFFEX",2012m4
11942,31may2012,10748.5,-.0567676,13.2,"FFFEX",2012m5
11942,29jun2012,10817,.0333333,13.64,"FFFEX",2012m6
11942,31jul2012,10817.6,.0168622,13.87,"FFFEX",2012m7
11942,31aug2012,10936.4,.0194665,14.14,"FFFEX",2012m8
11942,28sep2012,10955,.0205092,14.43,"FFFEX",2012m9
11942,31oct2012,10693.1,-.011088,14.27,"FFFEX",2012m10
11942,30nov2012,10600.7,.0084093,14.39,"FFFEX",2012m11
11942,31dec2012,10567.7,.0099212,14.23,"FFFEX",2012m12
11942,31jan2013,10645.8,.0330288,14.7,"FFFEX",2013m1
11942,28feb2013,10564.5,.0006803,14.71,"FFFEX",2013m2
11942,28mar2013,10644.3,.0210741,15.02,"FFFEX",2013m3
11942,30apr2013,10778.5,.0159787,15.26,"FFFEX",2013m4
11942,31may2013,10782.9,.0010377,15.24,"FFFEX",2013m5
11942,28jun2013,10469.5,-.0209974,14.92,"FFFEX",2013m6
11942,31jul2013,10879.6,.0382038,15.49,"FFFEX",2013m7
11942,30aug2013,10684.1,-.0142027,15.27,"FFFEX",2013m8
11942,30sep2013,10998.7,.0340537,15.79,"FFFEX",2013m9
11942,31oct2013,11196.9,.0246992,16.18,"FFFEX",2013m10
11942,29nov2013,11287.1,.0154512,16.43,"FFFEX",2013m11
11942,31dec2013,11328.4,.020695,16.3,"FFFEX",2013m12
11942,31jan2014,10721.5,-.0300613,15.81,"FFFEX",2014m1
11942,28feb2014,11141.8,.0449083,16.52,"FFFEX",2014m2
11942,31mar2014,10957.2,-.0030266,16.47,"FFFEX",2014m3
11942,30apr2014,10846.4,0,16.47,"FFFEX",2014m4
11942,30may2014,10929.2,.0198694,16.17,"FFFEX",2014m5
11942,30jun2014,11135.7,.021645,16.52,"FFFEX",2014m6
11942,31jul2014,10787.6,-.0187651,16.21,"FFFEX",2014m7
11942,29aug2014,11049.9,.0289944,16.68,"FFFEX",2014m8
11942,30sep2014,10740,-.0251799,16.26,"FFFEX",2014m9
11942,31oct2014,10859.9,.0172202,16.54,"FFFEX",2014m10
11942,28nov2014,10940.7,.0133011,16.76,"FFFEX",2014m11
11942,31dec2014,10751.8,-.0106491,16.13,"FFFEX",2014m12
11942,30jan2015,10481.4,-.0117793,15.94,"FFFEX",2015m1
11942,27feb2015,11012.4,.0495609,16.73,"FFFEX",2015m2
11942,31mar2015,10889.2,-.006575,16.62,"FFFEX",2015m3
11942,30apr2015,11023.4,.0138387,16.85,"FFFEX",2015m4
11942,29may2015,11089.9,.0086067,16.59,"FFFEX",2015m5
11942,30jun2015,10889.1,-.0156721,16.33,"FFFEX",2015m6
11942,31jul2015,10973.7,.0091855,16.48,"FFFEX",2015m7
11942,31aug2015,10331.5,-.0552184,15.57,"FFFEX",2015m8
11942,30sep2015,9932.4,-.0308285,15.09,"FFFEX",2015m9
11942,30oct2015,10457.8,.0583168,15.97,"FFFEX",2015m10
11942,30nov2015,10448.1,.0006262,15.98,"FFFEX",2015m11
11942,31dec2015,10267,-.0162933,15.21,"FFFEX",2015m12
11942,29jan2016,9622.4,-.0539119,14.39,"FFFEX",2016m1
11942,29feb2016,9556,-.0069493,14.29,"FFFEX",2016m2
11942,31mar2016,10160,.0636809,15.2,"FFFEX",2016m3
11942,29apr2016,10290.4,.0131579,15.4,"FFFEX",2016m4
11942,31may2016,10326.1,.0095904,15.2,"FFFEX",2016m5
11942,30jun2016,10217.8,-.0046053,15.13,"FFFEX",2016m6
11942,29jul2016,10501.7,.0389954,15.72,"FFFEX",2016m7
11942,31aug2016,10565.6,.0063613,15.82,"FFFEX",2016m8
11942,30sep2016,10598.3,.0082174,15.95,"FFFEX",2016m9
11942,31oct2016,10392.5,-.0181818,15.66,"FFFEX",2016m10
11942,30nov2016,10536.7,.0121328,15.85,"FFFEX",2016m11
